	24	48	72
intensity	12306.0	23999.0	35495.0
runtime	0.33708	0.16876	0.11266
timestamp	(2185.64, 2522.72)	(3880.44, 4049.2)	(5381.0, 5493.66)
energy	13.689	13.365	13.196
