	24	48	72
intensity	12964.0	24385.0	34820.0
runtime	0.33706	0.18168	0.12996
timestamp	(2133.34, 2470.4)	(3879.48, 4061.16)	(5435.74, 5565.7)
energy	14.42	14.62	14.933
