	24	48	72
intensity	15337.0	24212.0	31007.0
runtime	0.33726	0.2333	0.19904
timestamp	(1599.92, 1937.18)	(3450.14, 3683.44)	(5040.64, 5239.68)
energy	17.069	18.641	20.366
