	24	48	72
intensity	14992.0	26643.0	33958.0
runtime	0.33726	0.18166	0.15584
timestamp	(1581.52, 1918.78)	(3427.48, 3609.14)	(4949.36, 5105.2)
energy	16.685	15.972	17.464
