	24	48	72
intensity	12297.0	24223.0	36222.0
runtime	0.33694	0.16872	0.1128
timestamp	(2114.38, 2451.32)	(3804.48, 3973.2)	(5300.54, 5413.34)
energy	13.673	13.487	13.483
