	24	48	72
intensity	14859.0	26277.0	33086.0
runtime	0.33722	0.18172	0.15574
timestamp	(1652.26, 1989.48)	(3502.6, 3684.32)	(5029.16, 5184.9)
energy	16.535	15.758	17.004
