	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2990.2776082356772	4132.646029112769	3633.148099747172	5321.062528170072	6039.629925738324	9881.019592285156	12838.053703308105	15263.697680305033	16654.332478841145	17776.160404599945	17231.725877331148	19117.1251494309
runtime	0.0033	0.00244	0.00326	0.00208	0.00182	0.00096	0.0008	0.00068	0.0006	0.00058	0.00062	0.00058
timestamp	(1470.94, 1474.24)	(2382.92, 2385.36)	(3296.36, 3299.62)	(4205.8, 4207.88)	(5111.66, 5113.48)	(6013.8, 6014.76)	(6913.16, 6913.96)	(7811.08, 7811.76)	(8709.0, 8709.6)	(9606.18, 9606.76)	(10503.72, 10504.34)	(11400.72, 11401.3)
energy	9.867916107177734	10.083656311035154	14.212875366210936	13.281372070312498	13.190551757812498	11.3829345703125	12.324531555175781	12.455177307128906	11.991119384765623	12.372207641601562	13.67509765625	14.192553710937501
