group	8_no_PLL	16	24	48	72
RSA_dec	-0.023	-0.041	-0.061	-0.015	0.082
RSA_enc	0.009	-0.007	-0.036	-0.002	0.109
bubble_sort	-0.056	-0.091	-0.102	-0.115	-0.106
dijkstra	-0.077	-0.117	-0.135	-0.064	-0.001
fft	-0.131	-0.177	-0.186	-0.155	-0.106
kalman	-0.126	-0.141	-0.153	-0.137	-0.112
mat_mul	-0.195	-0.235	-0.235	-0.22	-0.201
pointer_chase	-0.073	-0.113	-0.129	-0.01	0.086
recursion	-0.204	-0.239	-0.26	-0.221	-0.198
sine	-0.069	-0.117	-0.129	-0.11	-0.025
