group	8_no_PLL	16	24	48	72
RSA_dec	0.069	0.052	0.032	-0.036	-0.073
RSA_enc	0.101	0.086	0.059	-0.023	-0.101
bubble_sort	0.095	0.065	0.056	0.018	-0.009
dijkstra	0.113	0.077	0.062	-0.0	-0.071
fft	0.127	0.088	0.076	0.011	-0.051
kalman	0.086	0.068	0.059	0.021	-0.009
mat_mul	0.094	0.061	0.055	0.005	-0.049
pointer_chase	0.106	0.073	0.059	-0.009	-0.124
recursion	0.081	0.054	0.038	-0.01	-0.066
sine	0.095	0.054	0.045	0.001	-0.05
