unit	8_no_PLL	16	24	48	72
minI	4617.264396265933	8503.813492624384	12425.34930889423	20709.991455078125	24220.05789620536
maxI	4710.0170238597975	8994.654605263158	13278.961181640625	24104.52706473214	34306.844075520836
avrgI	4668.870942182256	8799.074964913709	12812.276008801584	22365.586417061942	29730.812027340842
minD	0.037	0.018	0.012	0.007	0.006
maxD	0.038	0.019	0.013	0.008	0.007
avrgD	0.03730999999999998	0.018919999999999996	0.01275	0.0075800000000000025	0.00602
minE	514.7552490234374	473.9227294921874	472.13745117187506	486.05346679687506	491.08886718750006
maxE	534.942626953125	512.6953125	516.265869140625	568.7255859375	617.5231933593751
avrgE	522.586498260498	499.4167900085449	489.79522705078125	506.98699951171875	536.6639614105225
