unit	8_no_PLL	16	24	48	72
minI	4648.402117300725	8570.427037843127	12474.080847134706	23810.890393379406	33469.36456088362
maxI	4710.04541369452	8729.827382387137	12973.63948300888	24168.978032377578	34295.39998372396
avrgI	4674.140659080286	8614.311943438124	12721.307012968504	24009.733055370878	33863.80723975171
minD	1.103	0.55	0.366	0.194	0.144
maxD	1.105	0.551	0.368	0.195	0.145
avrgD	1.10426	0.5507	0.3665400000000001	0.19450000000000003	0.14465999999999998
minE	15394.683837890627	14156.799316406252	13715.927124023436	13923.75183105469	14559.173583984375
maxE	15599.670410156252	14430.404663085938	14247.390747070312	14116.790771484375	14841.339111328123
avrgE	15484.397277832031	14231.699810028076	13988.529968261719	14009.629039764404	14696.097393035889
