	24	48	72
intensity	11837.0	22800.0	33660.0
runtime	0.20258	0.1015	0.0678
timestamp	(6134.36, 6336.94)	(9110.26, 9211.76)	(11776.66, 11844.46)
energy	7.913	7.637	7.531
