8_no_PLL	16	24	48	72
17107.864379882812	16281.23474121094	16157.958984374998	16317.764282226564	16312.774658203125
16960.372924804688	16267.27294921875	16173.889160156248	16216.140747070312	16220.672607421875
16969.116210937504	16434.722900390625	16440.170288085938	16143.53942871094	16385.421752929684
16961.700439453125	16233.3984375	16147.796630859375	16243.515014648438	16372.879028320312
17114.089965820312	16180.389404296877	16469.78759765625	16280.776977539064	16335.296630859373
16980.46875	16272.94921875	16428.03955078125	16168.853759765625	16291.717529296873
16980.560302734375	16264.389038085938	16150.81787109375	16146.194458007814	16310.028076171875
17123.10791015625	16283.157348632814	16211.50302886963	16292.816162109377	16272.980690002441
17040.481567382812	16412.246704101562	16226.531982421875	16150.177001953127	16348.846435546875
17003.72314453125	16252.990722656252	16188.766479492188	16185.516357421875	16278.259277343748
16944.580078125	16216.73583984375	16171.600341796875	16255.416870117188	16232.25402832031
17115.509033203125	16440.078735351562	16145.278930664062	16206.893920898438	16245.529174804686
17131.759643554688	16215.86608886719	15919.00634765625	16231.38427734375	16349.349975585938
16978.08837890625	16193.161010742188	16171.829223632812	16163.563728332521	16311.17248535156
16979.278564453125	16224.197387695314	16152.328491210938	16312.957763671877	16232.2998046875
16968.063354492188	16243.835449218752	16180.652618408205	16260.635375976564	16177.368164062498
17096.328735351562	16450.881958007816	16453.4912109375	16143.90563964844	16318.634033203125
16971.450805664062	16191.055297851564	16353.607177734373	16222.546577453613	16217.742919921875
16987.152099609375	16240.585327148438	15912.185668945312	16206.893920898438	16240.997314453125
16999.191284179688	16208.024024963379	16418.51806640625	16186.294555664064	16267.08984375
16962.066650390625	16365.142822265625	16172.836303710938	16143.90563964844	16252.716064453123
17083.236694335938	16417.831420898438	16160.934448242186	16153.882026672363	16288.787841796875
16972.915649414062	16448.638916015625	15916.488647460938	16253.03649902344	16306.823730468748
16983.58154296875	16211.60888671875	16467.819213867188	16212.57019042969	16224.105834960936
17076.278686523438	16200.119018554688	16164.276123046875	16234.680175781252	16237.792968749998
16973.922729492188	16370.590209960938	16187.80517578125	16229.41589355469	16360.015869140623
16977.493286132812	16252.899169921877	16174.713134765625	16211.24267578125	16439.39208984375
17036.544799804688	16263.061523437502	16471.0693359375	16289.566040039062	16211.42578125
16962.112426757812	16425.750732421875	16423.095703125	16224.746704101562	16266.174316406248
17061.813354492188	16264.617919921877	16181.304931640623	16212.764739990234	16440.673828125
16960.464477539062	16222.503662109375	15895.614624023438	16314.605712890627	16302.978515625
17042.770385742188	16399.063110351562	16169.219970703123	16208.90808105469	16238.983154296873
17099.807739257812	16240.69118499756	16160.568237304686	16194.442749023438	16292.907714843748
17034.988403320312	16398.880004882816	15955.856323242188	16151.092529296877	16314.559936523436
17054.031372070312	16215.957641601562	16456.649780273438	16204.28466796875	16321.884155273438
17076.461791992188	16301.696777343752	16426.986694335938	16145.324707031252	16438.56811523437
17110.21614074707	16426.574707031254	16192.108154296875	16235.183715820312	16471.343994140625
17059.70764160156	16198.562622070314	16133.193969726562	16262.100219726562	16213.485717773438
16944.992065429688	16380.66101074219	16196.548461914062	16217.010498046875	16295.059204101559
17107.040405273438	16439.117431640625	16478.164672851562	16309.844970703127	16377.960205078123
17106.765747070312	16283.615112304688	15921.890258789062	16156.17370605469	16333.969116210938
17040.847778320312	16209.548950195314	16160.934448242186	16222.09167480469	16232.528686523438
16959.41162109375	16232.803344726564	16425.47607421875	16207.03125	16250.289916992186
16987.884521484375	16340.19470214844	16190.872192382812	16260.68115234375	16281.234741210938
17127.365112304688	16238.662719726562	16357.589721679686	16147.15576171875	16338.126182556152
16986.465454101566	16237.197875976562	16186.84387207031	16285.58349609375	16334.747314453121
16961.105346679688	16194.030761718752	16421.401977539062	16144.63806152344	16264.984130859373
17029.266357421875	16457.24487304688	15899.597167968748	16222.274780273438	16258.163452148438
17032.379150390625	16211.7919921875	16418.106079101562	16327.331542968752	16396.224975585938
17090.789794921875	16238.800048828129	15884.353637695312	16204.69665527344	16390.09094238281
