	24	48	72
intensity	10456.0	19384.0	26115.0
runtime	0.00658	0.00354	0.00258
timestamp	(1720.14, 1726.72)	(2901.54, 2905.08)	(4079.26, 4081.84)
energy	0.227	0.226	0.222
