unit	8_no_PLL	16	24	48	72
minI	4103.440504807692	7823.509506032437	11853.775888119104	22116.16657398365	32970.11057535807
maxI	4138.750907702323	8168.342785957532	12119.586651141826	23756.17394080529	35210.10454963235
avrgI	4118.605133522653	7887.6077861841595	11952.09503173828	23150.05123105824	33877.704470765355
minD	0.156	0.078	0.052	0.026	0.017
maxD	0.157	0.079	0.053	0.027	0.018
avrgD	0.15618	0.07816	0.05215999999999999	0.02638	0.017909999999999995
minE	1920.41015625	1831.1920166015623	1850.4180908203125	1768.24951171875	1774.2919921875002
maxE	1948.6541748046873	1921.8749999999998	1895.2789306640625	1866.1651611328125	1901.1840820312498
avrgE	1929.7323417663574	1849.478759765625	1870.2314758300781	1831.7326068878174	1819.940071105957
