8_no_PLL	16	24	48	72
16720.504760742188	15976.50146484375	16095.382690429686	15640.960693359375	15578.933715820312
16566.46728515625	15891.403198242188	16084.396362304686	15610.977172851562	15583.557128906248
16679.67224121094	15854.78210449219	16108.10852050781	15632.99560546875	15559.75341796875
16695.648193359375	15882.888793945312	16011.474609375	15635.879516601564	15520.477294921873
16541.610717773434	15849.334716796875	15993.85070800781	15668.426513671877	15532.608032226559
16585.784912109375	15833.1298828125	16089.431762695312	15611.343383789062	15610.931396484373
16580.154418945312	15840.042114257814	15837.158203124998	15631.805419921875	15509.628295898434
16642.63916015625	16058.21228027344	15827.728271484373	15630.340576171875	15400.634765624998
16691.802978515625	15989.089965820314	15812.75939941406	15637.023925781252	15565.429687499998
16610.092163085938	15877.853393554688	16109.527587890623	15618.896484375	15533.008575439451
16579.673767089847	15886.413574218752	15817.611694335938	15625.213623046877	15685.089111328123
16565.5517578125	15896.163940429688	15804.370880126953	15735.53466796875	15493.377685546875
16688.186645507812	15879.226684570314	15835.968017578125	15632.400512695314	15538.970947265621
16528.106689453125	15934.661865234377	15850.067138671875	15615.05126953125	15501.663208007809
16639.5263671875	15939.436912536621	15535.81237792969	15626.174926757814	15773.300170898436
16551.315307617188	16078.628540039062	16091.90368652344	15625.396728515627	15663.299560546871
16577.316284179688	15874.511718750002	16096.847534179688	15619.674682617188	15552.74963378906
16602.35595703125	15839.538574218752	15846.130371093748	15630.020141601562	15467.97180175781
16522.201538085938	15981.536865234375	16113.46435546875	15631.942749023438	15518.87512207031
16543.9453125	15900.238037109377	16081.970214843748	15687.652587890625	15604.20227050781
16631.515502929688	16048.965454101564	16114.654541015625	15621.597290039062	15518.188476562496
16617.1875	16101.60827636719	15834.503173828123	15626.266479492188	15511.505126953121
16670.379638671875	15831.16149902344	15827.95715332031	15635.650634765625	15571.197509765621
16649.734497070312	15814.773559570314	15600.265502929688	15690.536499023438	15566.436767578123
16679.946899414062	15862.380981445312	16120.468139648438	15654.830932617188	15552.337646484373
16550.582885742188	15865.173339843752	16070.02258300781	15634.002685546875	15552.795410156248
16659.896850585938	15879.08935546875	16105.773925781248	15636.108398437502	15602.737426757809
16532.958984375	15907.287597656252	16101.654052734375	15621.002197265625	15515.533447265623
16570.220947265625	15882.064819335938	15850.93688964844	15618.34716796875	15520.843505859373
16559.87548828125	15867.095947265625	15822.326660156248	15718.551635742188	15552.612304687496
16616.409301757812	15908.981323242188	15834.136962890623	15563.78173828125	15587.797164916992
16573.196411132812	16103.25622558594	16081.100463867186	15618.255615234375	15535.766601562498
16562.347412109375	15885.910034179688	16094.42138671875	15642.929077148438	15530.960083007809
16540.328979492188	15838.85192871094	16101.37939453125	15635.971069335938	15542.31262207031
16676.055908203125	15904.22058105469	15840.04211425781	15664.031982421875	15606.170654296871
16546.32568359375	15895.980834960938	15543.823242187498	15638.854980468752	15507.110595703121
16661.361694335938	16075.60729980469	16114.105224609375	15631.942749023438	15408.731460571287
16561.8896484375	15834.686279296875	15830.383300781248	15683.715820312502	15470.5810546875
16631.88171386719	15905.548095703127	16092.864990234375	15619.262695312502	15590.469360351562
16542.755126953125	15932.05261230469	16108.245849609375	15666.229248046877	15578.38439941406
16622.90382385254	15837.478637695314	15802.734375	15628.509521484377	15561.72180175781
16676.101684570312	15923.944473266602	16075.33264160156	15633.270263671875	15484.725952148434
16557.083129882812	15911.407470703127	16064.483642578125	15617.385864257814	15485.595703124998
16738.26599121094	15833.221435546877	15580.62744140625	15625.259399414062	15615.783691406248
16671.844482421875	15847.778320312502	16020.767211914062	15638.809204101564	15574.127197265623
16619.20166015625	15931.823730468752	16007.26318359375	15638.626098632814	15605.072021484373
16673.171997070312	16009.140014648438	16088.195800781248	15624.0234375	15608.96301269531
16561.5234375	15832.717895507812	15842.971801757812	15641.235351562502	15511.138916015623
16676.422119140625	15995.635986328127	15813.629150390625	15620.17822265625	15577.926635742186
16563.949584960938	16090.707778930666	16109.2529296875	15616.653442382812	15509.71984863281
