U_gain	E_gain	24c	24f	48c	48f	72c	72f
-0.002126922396861434	0.15038723107214355	0	0.0546875	0	0.703125	0.1015625	0.140625
-0.00218517324992552	0.11615401934570505	0	0.046875	0	0.515625	0.1484375	0.2890625
-0.002121099773013092	0.10276983240251147	0	0.015625	0	0.453125	0.1796875	0.3515625
-0.0018066284946625288	0.16742386111690521	0	0.140625	0	0.625	0.140625	0.09375
-0.00153075765687823	0.1526355475311821	0	0.1171875	0	0.578125	0.1484375	0.15625
-0.0019180727444256176	0.19582076346624896	0	0.15625	0.0078125	0.5859375	0.171875	0.078125
-0.001826827561074955	0.14382196178814355	0	0.1015625	0	0.5703125	0.1171875	0.2109375
-0.002145460461532506	0.13522555449734777	0	0.0546875	0	0.5234375	0.109375	0.3125
-0.001957337774105748	0.1495796416919647	0	0.0625	0	0.609375	0.1796875	0.1484375
-0.0020534084217779303	0.14430044723777205	0	0.0859375	0	0.640625	0.1640625	0.109375
-0.0019449978094022513	0.12279220479141394	0	0.0546875	0	0.5078125	0.171875	0.265625
-0.0020895775593565377	0.16408600860371123	0	0.1015625	0	0.6796875	0.1484375	0.0703125
-0.0017701553743863486	0.1652150044967155	0	0.0546875	0	0.7265625	0.140625	0.078125
-0.001619199897724838	0.13272904341884273	0	0.09375	0	0.546875	0.140625	0.21875
-0.002376030641087695	0.17507499285267386	0	0.1328125	0	0.6796875	0.1640625	0.0234375
-0.0021266977214876854	0.13665013291420317	0	0.0703125	0	0.609375	0.15625	0.1640625
-0.0020345648148539035	0.16342656923967952	0	0.0859375	0	0.6796875	0.140625	0.09375
-0.002350738880359204	0.1444194626543092	0	0.0703125	0.0078125	0.6640625	0.140625	0.1171875
-0.0021147372827253924	0.1314015764521848	0	0.03125	0	0.6328125	0.1484375	0.1875
-0.0019105499077290854	0.1545688038528659	0	0.0859375	0	0.6484375	0.125	0.140625
-0.0019100857385604202	0.1572345108133665	0	0.1015625	0	0.5546875	0.1875	0.15625
-0.0019395079478667038	0.1639961362536236	0	0.09375	0	0.6328125	0.15625	0.1171875
-0.001625985168639713	0.14949838551163402	0	0.1796875	0	0.59375	0.140625	0.0859375
-0.0017877611470010133	0.14721157378227903	0	0.0859375	0	0.59375	0.125	0.1953125
-0.0015322295631317194	0.1386832487925886	0	0.1015625	0	0.6171875	0.140625	0.140625
-0.002121083515257554	0.1570042397462117	0	0.125	0	0.640625	0.1171875	0.1171875
-0.0018940796076434624	0.17122949652916242	0	0.125	0	0.625	0.140625	0.109375
-0.0018713817471259194	0.14481605284905189	0	0.046875	0	0.5625	0.15625	0.234375
-0.001808085702331894	0.16627049916395947	0	0.09375	0	0.65625	0.140625	0.109375
-0.001963556277791738	0.14741045474940342	0	0.0703125	0	0.5546875	0.140625	0.234375
-0.0019473018567178156	0.14894644607312732	0	0.046875	0	0.625	0.171875	0.15625
-0.001969274467196103	0.1210450828439485	0	0.0390625	0	0.5	0.140625	0.3203125
-0.0017261246562872438	0.17110929981681433	0	0.171875	0	0.5546875	0.140625	0.1328125
-0.002171844825684467	0.15290200232741205	0	0.0703125	0	0.65625	0.15625	0.1171875
-0.0018873897102495635	0.1747050047304948	0	0.1640625	0.015625	0.6015625	0.1171875	0.1015625
-0.002091965594599008	0.1743903938414796	0	0.125	0	0.59375	0.1484375	0.1328125
-0.0020158458838758415	0.14602405650742503	0	0.0703125	0	0.625	0.1328125	0.171875
-0.00204247196487026	0.12830376522871526	0	0.03125	0	0.5390625	0.1015625	0.328125
-0.0014801326344464345	0.11885350205238866	0	0.0625	0	0.5	0.1171875	0.3203125
-0.001957773822381773	0.18576224854119966	0	0.125	0	0.6953125	0.1484375	0.03125
-0.0018291827702289006	0.14465616607957799	0	0.0703125	0.0078125	0.5390625	0.125	0.2578125
-0.0019241810777432642	0.1483890105706458	0	0.125	0	0.6015625	0.15625	0.1171875
-0.0016749559129025568	0.1544915636994867	0	0.1484375	0	0.59375	0.1484375	0.109375
-0.0024079248780893904	0.13485606068784325	0	0.0546875	0	0.484375	0.1171875	0.34375
-0.0017158071180457327	0.15423817393794845	0	0.0859375	0	0.609375	0.171875	0.1328125
-0.0018803119837306251	0.13822568833967924	0	0.046875	0	0.6875	0.1484375	0.1171875
-0.0021835635574296406	0.1922253681287822	0	0.140625	0	0.65625	0.15625	0.046875
-0.0016284204301954945	0.1509002663604512	0	0.0859375	0	0.5	0.1484375	0.265625
-0.0019824872473161027	0.1493560468547237	0	0.1015625	0	0.5546875	0.1484375	0.1953125
-0.0017269252577001592	0.13967626599274788	0	0.0703125	0	0.6015625	0.1640625	0.1640625
-0.0019681051498886236	0.1447144098385915	0	0.0703125	0	0.609375	0.1796875	0.140625
-0.002185154084942359	0.12723310607548707	0	0.0625	0	0.5625	0.140625	0.234375
-0.002341836910843363	0.13893677646942534	0	0.1015625	0	0.5546875	0.1484375	0.1953125
-0.002003480164019396	0.14217815207392448	0	0.0546875	0	0.6640625	0.140625	0.140625
-0.00183631401406961	0.17694353683185216	0	0.125	0	0.671875	0.15625	0.046875
-0.002311246909533773	0.14859977328449503	0	0.09375	0	0.5703125	0.1796875	0.15625
-0.0022134807104486295	0.14338222802792153	0	0.078125	0	0.6328125	0.140625	0.1484375
-0.002109546910714737	0.13035017086156897	0	0.078125	0	0.5546875	0.140625	0.2265625
-0.0017113273162962413	0.15619432187206794	0	0.1640625	0	0.5703125	0.171875	0.09375
-0.0020623759977639725	0.1399771404195021	0	0.0703125	0	0.5546875	0.1328125	0.2421875
-0.0018469303266557342	0.12992988482927184	0	0.0859375	0	0.5234375	0.171875	0.21875
-0.00225977815242284	0.14239976062794973	0	0.0703125	0	0.59375	0.1015625	0.234375
-0.0019314191915216713	0.13616415648253974	0	0.078125	0	0.453125	0.1640625	0.3046875
-0.0018905435238055735	0.1889010960051539	0	0.1796875	0	0.515625	0.203125	0.1015625
-0.0018520306101891192	0.16092145694855572	0	0.0546875	0	0.6640625	0.1796875	0.1015625
-0.0020428591247929153	0.12871976963082454	0	0.0625	0	0.578125	0.1484375	0.2109375
-0.0020579660640188346	0.17088845968127925	0	0.1171875	0	0.6328125	0.15625	0.09375
-0.0017069354873077178	0.15230848023247748	0	0.078125	0	0.640625	0.140625	0.140625
-0.0018523447199922684	0.14673410709575826	0	0.0703125	0.0078125	0.609375	0.171875	0.140625
-0.0018104613649043133	0.12252666189252603	0	0.0625	0	0.53125	0.1015625	0.3046875
-0.001989964253248549	0.1235659580879717	0	0.0390625	0	0.5859375	0.140625	0.234375
