U_gain	E_gain	24c	24f	48c	48f	72c	72f
0.09359808984364952	0.2584304920575582	0	0.0625	0.0625	0.125	0.75	0
0.07846752267359947	0.21851260667271796	0	0.25	0.0625	0.125	0.5625	0
0.03358731843452347	0.21744050867582587	0	0.1875	0	0.25	0.5	0.0625
0.07406985948784126	0.232165369847923	0	0.1875	0.0625	0.125	0.625	0
0.02687685514149441	0.16786926465395632	0	0.0625	0	0.3125	0.625	0
0.010264766155938692	0.15120711992840186	0	0.125	0	0.4375	0.4375	0
0.1774074631852937	0.2307483085441157	0	0.25	0	0.1875	0.5625	0
0.0004575936432705689	0.21741492190663575	0	0.1875	0	0.3125	0.5	0
0.01763533374509204	0.1810624965745167	0	0.0625	0.0625	0.25	0.625	0
0.10253828672205059	0.18294547498482577	0	0.125	0	0.3125	0.5625	0
0.0011235385068263499	0.19194665638779076	0	0.125	0	0.3125	0.5	0.0625
0.008370875489701838	0.14377664601943677	0	0.125	0	0.25	0.625	0
0.10124334489385543	0.20518855239796488	0	0.0625	0.0625	0.1875	0.6875	0
0.028546517697409443	0.21929572526822372	0	0.1875	0	0.25	0.5625	0
0.004924834132116914	0.1756079241899332	0	0.0625	0	0.4375	0.5	0
0.002207282866466912	0.2003706306090937	0	0.0625	0	0.375	0.5625	0
0.2878945311954233	0.3091213116223164	0	0	0	0.3125	0.6875	0
0.18911018807564312	0.24843839494310838	0	0.1875	0	0.125	0.6875	0
0.020793834700528535	0.12106538994905562	0	0.0625	0	0.3125	0.625	0
0.05927044077081963	0.21175706932934	0	0.1875	0	0.3125	0.5	0
0.10840151942609054	0.18682481336881349	0	0.0625	0.0625	0.3125	0.5625	0
0.02575927070511346	0.18927195020581358	0	0	0.125	0.25	0.625	0
0.04140222145095121	0.22126638747759816	0	0.1875	0.0625	0.1875	0.5625	0
0.14520885032847902	0.2021015483607116	0	0.0625	0.125	0.125	0.6875	0
0.04604174064386409	0.20744932062383306	0	0.1875	0.0625	0.1875	0.5625	0
0.16506105474436011	0.30069496757092523	0	0.25	0	0.25	0.5	0
0.17051692800725993	0.22824352484533786	0	0	0.1875	0.25	0.5625	0
0.11057867562538502	0.17885469987472724	0	0.125	0	0.125	0.75	0
0.0017997637475102625	0.15699090829393247	0	0.125	0	0.1875	0.5625	0.125
0.02219537742997293	0.22405527775794026	0	0.25	0	0.1875	0.5625	0
0.0025854649391444237	0.15624604286328128	0	0.0625	0	0.3125	0.625	0
0.05759003449785613	0.1851650515368999	0	0.25	0	0.1875	0.5625	0
0.10739598668767406	0.2582092312405593	0	0.1875	0.0625	0.25	0.5	0
0.18899679365739375	0.30992098463864914	0	0.25	0	0.0625	0.6875	0
-3.6717699637914593e-05	0.13558208320830878	0	0.0625	0	0.3125	0.5625	0.0625
0.021591205254263723	0.20261585090882012	0	0.1875	0	0.3125	0.5	0
0.13708490934850567	0.19153773516361777	0	0.0625	0	0.3125	0.625	0
0.2487324162827097	0.25608155733615684	0	0.1875	0.0625	0.125	0.625	0
0.00286124304867684	0.14959401935989775	0	0	0	0.375	0.5625	0.0625
0.16127490729285618	0.20422805194085664	0	0.1875	0	0.125	0.6875	0
0.15971137440692457	0.21316822788057085	0	0.1875	0	0.125	0.6875	0
0.006448547463374194	0.18706864975237267	0	0.25	0	0.3125	0.4375	0
0.030529189068489736	0.20184229867076633	0	0.25	0	0.3125	0.4375	0
0.10605390363455684	0.2931619748951935	0	0.1875	0.125	0.125	0.5625	0
0.056427078732716435	0.1850857250597152	0	0.0625	0	0.375	0.5625	0
0.0019431672693707171	0.19490818206094973	0	0.125	0.0625	0.125	0.6875	0
0.010425445802813446	0.350936999351935	0	0.1875	0.1875	0.125	0.5	0
0.028179883486760763	0.2124722170641427	0	0.125	0.0625	0.3125	0.5	0
0.1109622413965358	0.21361082719657112	0	0.125	0.0625	0.125	0.6875	0
0.12067627867220722	0.3038932621813076	0	0.25	0	0.125	0.625	0
0.10690929381460082	0.20587483995767547	0	0.1875	0	0.25	0.5625	0
0.0007931035714667455	0.13025106069077272	0	0.0625	0	0.25	0.5	0.1875
0.1856681166917704	0.25814825602994323	0	0.1875	0	0.3125	0.5	0
0.008103083673509192	0.1395656852280419	0	0	0.0625	0.3125	0.625	0
0.04566678181488229	0.1701091352855932	0	0.125	0.125	0.1875	0.5625	0
0.006939381154762253	0.1521067086596372	0	0	0	0.375	0.5625	0.0625
0.18139963046969385	0.2587489832061607	0	0.1875	0	0.1875	0.625	0
0.004288502770248866	0.16501206741068686	0	0.0625	0.0625	0.125	0.75	0
0.00261058543077831	0.20820410255315489	0	0.3125	0	0.1875	0.5	0
0.2714834688081426	0.27210712014679234	0	0.125	0	0.1875	0.6875	0
0.16187755860529035	0.22717548225735817	0	0.125	0	0.25	0.625	0
0.10802571284156769	0.20022852334170851	0	0.1875	0.0625	0.3125	0.4375	0
0.050419105975263674	0.1772434362979726	0	0.125	0	0.25	0.625	0
0.2028705570034875	0.26866077202455485	0	0.25	0	0.1875	0.5625	0
0.08734484669016469	0.20901952101852284	0	0.0625	0.0625	0.3125	0.5625	0
0.010240083767129319	0.16772297304016875	0	0.125	0.125	0.375	0.375	0
0.17040842664927	0.25765179934895915	0	0.375	0.0625	0.0625	0.5	0
0.00187290527589181	0.1652562513330685	0	0.125	0.125	0.25	0.5	0
0.007346973834761011	0.1931887277094296	0	0.125	0.0625	0.1875	0.625	0
0.08808376019862385	0.1782446861602585	0	0	0.0625	0.4375	0.5	0
0.04189599092709236	0.18881423982086842	0	0.25	0	0.25	0.5	0
0.12018904879516201	0.20994997007096833	0	0.1875	0	0.25	0.5625	0
0.1413218777475446	0.2465967846119723	0	0.125	0.125	0.1875	0.5625	0
0.06624094920082137	0.16956123633087042	0	0	0	0.375	0.625	0
0.1947152552829744	0.25261602797256	0	0.1875	0	0.1875	0.625	0
0.00012994238480068876	0.11549007333801056	0	0	0	0.1875	0.5625	0.25
-0.00012279601688448754	0.15181361937771115	0	0	0.0625	0.3125	0.625	0
0.007562467361753077	0.13292031221649891	0	0.125	0.0625	0.3125	0.5	0
0.1834747977369773	0.22551450519407465	0	0.1875	0.0625	0.1875	0.5625	0
0.03812517727237633	0.17861510096635233	0	0.1875	0	0.1875	0.625	0
0.02300992585971042	0.17964611340336925	0	0.125	0.125	0.25	0.5	0
0.09604547489740467	0.20063066223009893	0	0	0	0.3125	0.6875	0
0.0523020390415104	0.20211089289458228	0	0.1875	0.0625	0.125	0.625	0
0.19643467697166303	0.30971426818589903	0	0.3125	0	0.0625	0.625	0
0.0056838456137343184	0.13523549045709637	0	0	0	0.375	0.625	0
0.11633925900948523	0.21773468526067283	0	0.25	0	0.125	0.625	0
0.19710678423585876	0.29970849701015756	0	0.1875	0.0625	0.0625	0.6875	0
0.17075997300837553	0.24888701286711168	0	0.1875	0	0.25	0.5625	0
0.10572717235285876	0.23094084346216998	0	0.125	0	0.25	0.625	0
0.017324231901997927	0.26736050590102156	0	0.25	0	0.0625	0.6875	0
0.13906621709036135	0.22778087383004034	0	0.125	0	0.125	0.75	0
0.1948417936287182	0.24927851684253582	0	0.25	0	0.1875	0.5625	0
0.024085636123945653	0.1869550314346416	0	0.3125	0	0.1875	0.5	0
0.2028154138280864	0.22870625787002352	0	0.0625	0	0.25	0.6875	0
0.04424959319764292	0.21445911934217846	0	0.1875	0	0.1875	0.625	0
0.14962136758582642	0.25249731582151325	0	0.25	0.0625	0.0625	0.625	0
0.09744566610172574	0.2168223412164982	0	0.1875	0	0.25	0.5625	0
0.14095801141940006	0.2762565110554896	0	0.375	0	0.125	0.5	0
0.22201304610596642	0.22549121762796615	0	0	0	0.3125	0.6875	0
0.03289460889047674	0.2240213065108431	0	0.0625	0.125	0.1875	0.625	0
0.01047460405074226	0.14739828461506388	0	0.1875	0.0625	0.1875	0.5625	0
0.20514096587338407	0.2319259718737005	0	0.125	0.0625	0.125	0.6875	0
0.19463308969523668	0.23836879935251587	0	0.25	0.0625	0.125	0.5625	0
0.09677640719803927	0.2781783941627702	0	0.25	0	0.125	0.625	0
0.0638973169585408	0.204283742490571	0	0.0625	0.1875	0.1875	0.5625	0
0.11840442366288143	0.21600726688030963	0	0.125	0	0.3125	0.5625	0
0.00233294219410475	0.18478870002743022	0	0.0625	0	0.25	0.625	0.0625
0.03798757008454345	0.1835346434532864	0	0.125	0	0.3125	0.5625	0
-0.00026759377462790224	0.1963705797268564	0	0.0625	0	0.125	0.75	0.0625
0.06885042040063159	0.18544843990562648	0	0.125	0.125	0.125	0.625	0
0.20817197698297166	0.25451547065344404	0	0.1875	0	0.1875	0.625	0
0.1384507374136263	0.2049488082936755	0	0.125	0.0625	0.375	0.4375	0
0.024840046986123496	0.18254914424740049	0	0.25	0	0.1875	0.5625	0
0.10364119966981568	0.24156442850184776	0	0.125	0.0625	0.3125	0.5	0
0.18718608852217355	0.2468467421445041	0	0.3125	0	0.1875	0.5	0
-0.00021728366521408762	0.23969169778420935	0	0.125	0	0.1875	0.5625	0.125
0.07210371318781353	0.16876967364996273	0	0	0.3125	0.0625	0.625	0
0.005514814152152235	0.1095636964280833	0	0.0625	0	0.3125	0.625	0
0.0026746990323600456	0.24963318101763832	0	0.125	0.125	0.375	0.375	0
0.04994219860593933	0.19633624752635484	0	0.0625	0.0625	0.3125	0.5625	0
0.026757778041941443	0.16634950331253023	0	0.125	0	0.25	0.625	0
0.03755788915805759	0.2081559866770701	0	0.1875	0.125	0.25	0.4375	0
0.26178983228293085	0.3077326140286703	0	0.25	0	0.25	0.5	0
0.018680667580784557	0.2010740609848618	0	0.3125	0	0.1875	0.5	0
0.3047946139251394	0.28695383536810365	0	0.125	0	0.1875	0.6875	0
0.15557231221207407	0.22562811548585746	0	0.0625	0	0.1875	0.75	0
0.0951641821139994	0.1911079745574671	0	0.25	0	0.1875	0.5625	0
0.039928404093115835	0.2187659729053191	0	0.0625	0.125	0.25	0.5	0.0625
0.08370736619726209	0.1784633170103057	0	0.125	0.0625	0.25	0.5625	0
0.21600607723228718	0.28066549831338927	0	0.0625	0	0.375	0.5625	0
0.09509589093838415	0.21368968678369207	0	0.25	0	0.25	0.5	0
0.21468253386976666	0.2557661104674853	0	0.1875	0	0.125	0.6875	0
0.11676625669097544	0.17955758885511566	0	0	0	0.4375	0.5625	0
0.005177780027111083	0.1467228387581254	0	0.125	0.125	0.1875	0.5625	0
0.0011960546034351423	0.10938721270067658	0	0.0625	0.125	0.25	0.5	0.0625
0.20878962732182424	0.25166999516802807	0	0	0.125	0.25	0.625	0
0.2844915732048493	0.27996569117449455	0	0	0	0.3125	0.6875	0
7.168988053276936e-05	0.1837753063831943	0	0.125	0	0.3125	0.5	0.0625
0.044465646552367365	0.19397488652104994	0	0.125	0.125	0.125	0.5625	0.0625
0.11364585048441692	0.22975759679317068	0	0.0625	0	0.25	0.6875	0
0.04461105373149513	0.19643788968068987	0	0.3125	0	0.125	0.5625	0
0.053041834074272674	0.2024368067814521	0	0.25	0	0.25	0.5	0
0.208317843434573	0.25385140867169953	0	0.0625	0	0.3125	0.625	0
0.1158833234328365	0.2543436233817974	0	0.125	0.125	0	0.75	0
-0.00016316849319999183	0.11237402765386059	0	0.0625	0	0.375	0.5	0.0625
0.13270561811668757	0.22370140650519313	0	0.125	0	0.375	0.5	0
0.1407294501784284	0.20904939633999878	0	0.3125	0	0.0625	0.625	0
0.1921212098839321	0.27369222274843535	0	0.125	0	0.1875	0.6875	0
0.2993437461583831	0.2973375581939632	0	0.1875	0	0.125	0.6875	0
0.0008165884218526147	0.23634992271347743	0	0.125	0	0.375	0.5	0
0.38778079425504164	0.36845505783128774	0	0.0625	0	0.1875	0.75	0
0.13339112459573915	0.2262209697095235	0	0.0625	0.0625	0.3125	0.5625	0
0.011948469983075583	0.14241974667376495	0	0.125	0	0.3125	0.5625	0
0.0018015115312811818	0.16911476346766816	0	0.0625	0	0.5	0.4375	0
0.0006613344952072712	0.19455893320548573	0	0.0625	0.0625	0.125	0.75	0
0.009488669077069495	0.13601423470698648	0	0	0.125	0.375	0.5	0
0.22701884502215053	0.21807320104633393	0	0.125	0	0.1875	0.6875	0
0.11943574895762968	0.2556419037481287	0	0.4375	0	0	0.5625	0
0.25295516194591516	0.2733108783468204	0	0.0625	0	0.3125	0.625	0
0.09767128587169178	0.18435543729106438	0	0.125	0.0625	0.25	0.5625	0
0.10683803452035781	0.24394831313129295	0	0.25	0	0.1875	0.5625	0
0.07444042562971234	0.191644535976293	0	0.25	0	0.25	0.5	0
0.1558103591369093	0.2116865109407135	0	0	0.0625	0.125	0.8125	0
0.25520557861137544	0.2618831671820038	0	0.25	0.0625	0	0.6875	0
0.004073178287681447	0.13857408150583153	0	0	0	0.5	0.4375	0.0625
0.018235728575776673	0.16854570308145933	0	0.0625	0.0625	0.375	0.5	0
0.00038030369041855454	0.14019653226187892	0	0	0	0.375	0.625	0
0.040759052688463804	0.18072229097532672	0	0	0	0.4375	0.5625	0
0.29739113534077166	0.2817840300695609	0	0.1875	0	0.1875	0.625	0
0.003728231326661782	0.17620477709711918	0	0.125	0	0.4375	0.4375	0
0.18561254804607188	0.2512969937167729	0	0.3125	0	0.125	0.5625	0
0.11552317181595902	0.23581134529896297	0	0.125	0	0.1875	0.6875	0
0.1164545836654232	0.2139493951950947	0	0.125	0	0.3125	0.5625	0
