U_gain	E_gain	24c	24f	48c	48f	72c	72f
0.0451544143710567	0.07738062270814124	0	0	0.125	0	0.875	0
0.13126030645205336	0.22246525257867517	0	0.25	0.125	0	0.625	0
0.002455965729824773	0.1880730861003315	0	0.125	0	0	0.875	0
0.22364400320736136	0.26817223123239187	0	0	0.25	0	0.75	0
0.11159260292269443	0.17909769590008107	0	0	0.125	0	0.875	0
0.1292459498644035	0.12343171959048069	0	0	0	0	1.0	0
0.11613056602171075	0.15220811455794017	0	0	0.25	0	0.75	0
0.008680094954599437	0.19171183071108253	0	0.125	0	0.375	0.5	0
0.026156197668436132	0.12518826822096216	0	0	0.375	0	0.625	0
0.3327683572769518	0.29718386734021357	0	0	0.125	0	0.875	0
0.00044057689376627256	0.0802694299912247	0	0	0	0.375	0.375	0.25
0.01020125491627937	0.16480132171207879	0	0.125	0.375	0	0.5	0
0.268571982432401	0.3858681717478525	0	0.25	0.25	0	0.5	0
0.2310629126783227	0.225643080366241	0	0.125	0	0	0.875	0
0.09768017288475597	0.20313204626245476	0	0	0.25	0.125	0.625	0
0.14218840847169384	0.22867674191344942	0	0.125	0	0	0.875	0
0.07968092625065834	0.19320581617965155	0	0	0.25	0	0.75	0
0.20269717759324257	0.2295968733884127	0	0	0.125	0.125	0.75	0
0.009870370770907707	0.17100480857622902	0	0	0.25	0.125	0.625	0
0.009624669444070536	0.17039383051468351	0	0.125	0.125	0	0.75	0
0.19859086566948572	0.21543946325362845	0	0	0.25	0	0.75	0
0.30773000490063707	0.347519655342304	0	0	0.25	0.125	0.625	0
0.02954957421920342	0.12897433075080278	0	0.25	0.125	0	0.625	0
0.03151785887915631	0.13123828388338532	0	0.125	0.125	0.125	0.625	0
0.11086984608588012	0.26522264323119854	0	0.125	0	0.125	0.75	0
0.12983490801922953	0.23687647476501913	0	0.125	0	0	0.875	0
0.22391000211086587	0.29215296335838586	0	0	0.125	0	0.875	0
0.06586616486580676	0.13742117632365644	0	0	0.125	0.125	0.75	0
0.04937824747226992	0.19962566481147628	0	0.125	0.125	0	0.75	0
0.18834445736407338	0.30593398893386203	0	0.125	0.25	0	0.625	0
0.07857175600831805	0.22841915224382292	0	0	0.375	0	0.625	0
0.12353622656920694	0.1732265343167833	0	0	0.125	0	0.875	0
0.20177166995062384	0.24600906674351602	0	0.125	0.125	0	0.75	0
0.20938415691423964	0.23363553583827026	0	0	0	0.125	0.875	0
0.07459018628258854	0.16382840246366737	0	0	0.125	0	0.875	0
0.013304941013705713	0.07175679362008953	0	0	0	0.125	0.75	0.125
0.15084944224751143	0.22148000945600355	0	0	0.25	0	0.75	0
0.0029154304908036	0.15290026711818389	0	0	0	0.25	0.625	0.125
0.0820177705169454	0.19732435038322152	0	0.125	0.25	0	0.625	0
0.30406419372163035	0.2956004553312316	0	0.125	0.125	0	0.75	0
0.18863096064929658	0.25865409603463146	0	0	0.25	0	0.75	0
0.01020989885115722	0.11073672113065493	0	0	0	0.25	0.625	0.125
0.20451699478590957	0.19986682082724594	0	0	0	0.125	0.875	0
0.17344710432359614	0.2768802886081295	0	0.25	0.125	0	0.625	0
0.029316088902013003	0.1422154850705132	0	0	0.375	0	0.625	0
0.001701892167378779	0.15809416898670323	0	0	0.125	0.25	0.625	0
0.0640163459330917	0.22784478019410714	0	0.375	0	0	0.625	0
0.11475643465902494	0.18833833537886732	0	0.125	0.125	0	0.75	0
0.062300606294971486	0.21222229085870037	0	0	0.25	0	0.75	0
0.19871845267578425	0.2932355507144768	0	0.25	0	0	0.75	0
0.25368541102046305	0.24163771427735195	0	0	0	0	1.0	0
0.24542463605580433	0.2495717907363087	0	0	0.125	0.125	0.75	0
0.010527690228375469	0.19732274655820148	0	0	0.125	0.25	0.625	0
0.2550013002142258	0.2421393143792281	0	0	0	0	1.0	0
0.0052735432273386075	0.12837433088287048	0	0	0	0.125	0.875	0
0.07554563088116738	0.1692082355087159	0	0	0.25	0	0.75	0
0.06820747906640048	0.18980736995395353	0	0	0.375	0	0.625	0
0.00028567032858171866	0.12908387607475622	0	0	0	0.25	0.5	0.25
0.18561544314136702	0.23576065398728138	0	0	0.125	0.25	0.625	0
0.09673895012771827	0.17062726874829054	0	0.125	0.125	0	0.75	0
0.4010582484307325	0.38966204936469273	0	0	0.25	0	0.75	0
0.037730097946040785	0.22974650680542325	0	0.125	0.25	0.125	0.5	0
0.07899018955327719	0.2040175031810149	0	0.25	0	0.125	0.625	0
0.08563356335633558	0.20781502230190219	0	0	0.125	0.375	0.5	0
0.00010000888967918259	0.012555011484294337	0	0	0.125	0	0.5	0.375
0.2353127580157642	0.27586380900363316	0	0	0	0.25	0.75	0
0.10412761648379579	0.195287141458331	0	0	0.125	0.125	0.75	0
0.3942803663537514	0.34806171162837707	0	0	0	0	1.0	0
0.014917884960605029	0.15204328518027188	0	0.125	0	0.375	0.5	0
0.055342671904457776	0.18577845561483847	0	0	0.25	0	0.75	0
0.23289431386042656	0.2797175746930662	0	0	0.125	0	0.875	0
