group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
FFT	0.01074	0.00664	0.01076	0.0067	0.0058	0.00296	0.002	0.00154	0.00126	0.00116	0.00128	0.00114
RSA_dec	0.02312	0.01432	0.02318	0.01432	0.01246	0.00626	0.00422	0.00322	0.00264	0.0023	0.00258	0.00234
RSA_enc	0.0033	0.0021	0.00328	0.00208	0.00182	0.00096	0.0007	0.00058	0.00046	0.00044	0.00048	0.00044
bubble_sort	0.39528	0.24328	0.39542	0.2434	0.21086	0.10536	0.07014	0.0527	0.0422	0.03722	0.04228	0.03734
bubble_sort_no_opt	2.12828	1.30848	2.12842	1.30878	1.1342	0.5667	0.37726	0.28278	0.22644	0.19984	0.22652	0.19976
dijkstra	0.7228	0.44468	0.72278	0.4448	0.38542	0.19274	0.12838	0.09622	0.07704	0.06794	0.07704	0.06806
kalman	0.08704	0.05424	0.08678	0.05348	0.0474	0.02374	0.01616	0.01218	0.0098	0.00862	0.00976	0.00872
mat_mul	0.00602	0.00376	0.00604	0.00374	0.00326	0.00168	0.0012	0.00092	0.00076	0.0007	0.0008	0.00068
recursif	0.2205	0.13568	0.22032	0.13582	0.11776	0.05904	0.03922	0.02942	0.02362	0.02086	0.02366	0.02084
