group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
FFT	32.20205307006836	29.69211578369141	46.13518524169922	43.57884979248046	42.758537292480476	38.15226745605468	36.648170471191406	36.204185485839844	34.746116638183594	34.69157409667969	39.94921875	40.323950195312506
RSA_dec	62.0915412902832	57.12972640991211	88.63902282714845	83.43255615234375	81.52001953124999	71.74889373779297	68.67024993896483	68.0724105834961	69.14751434326172	68.44656372070312	77.247216796875	77.8359375
RSA_enc	9.034652709960938	8.197689056396484	12.974464416503906	12.625854492187496	12.326843261718752	11.103881835937498	9.622489929199219	9.848991394042969	9.694473266601562	9.693489074707031	10.438232421875	10.7709716796875
bubble_sort	1137.7404975891113	6.766719818115234	1768.751106262207	1662.3522949218748	1634.4764328002927	1459.801986694336	1414.3037338256836	1407.7270431518555	1397.2151184082031	1395.9438400268555	1574.6	1595.0094970703124
bubble_sort_no_opt	5003.3818435668945	7.628364562988281	7840.819107055665	7242.113983154298	7135.185562133789	6199.211196899413	6015.8978118896475	5950.34358215332	5863.158554077148	5855.319282531738	6739.851025390625	6709.340332031251
dijkstra	2055.102348327637	1905.6260108947754	2947.7973861694336	2732.7364196777344	2694.679527282715	2384.179595947265	2337.0746154785156	2296.803268432617	2281.9241638183594	2267.4323501586914	2614.7298583984375	2597.748388671875
kalman	247.2035789489746	212.6973724365234	350.31420135498047	328.54737854003906	335.29875183105463	293.22241973876953	269.1951141357422	264.1062240600586	266.42317199707026	266.5072860717773	305.165283203125	306.519970703125
mat_mul	19.24234390258789	17.343482971191406	27.666412353515625	25.837394714355465	24.623954772949215	23.023292541503903	23.381652832031246	23.700897216796875	20.916458129882812	21.028724670410156	24.4775390625	23.0510986328125
pointer_chase	930.0225830078125	910.6024932861328	1321.9453811645508	1237.492401123047	1219.3249969482422	1081.7594833374023	1098.3430709838867	1086.0716400146482	1121.432762145996	1122.165916442871	1288.5604736328123	1285.7578125
recursif	592.324390411377	536.9085693359375	849.9167404174804	785.6131439208983	773.2566375732422	674.7287750244141	639.6174774169923	629.5721282958984	626.0164947509764	617.3778762817383	716.7028564453125	707.01796875
sine	1555.5334472656252	1462.7923393249512	2224.9113693237305	2084.798812866211	2054.5881729125977	1840.0453262329102	1819.0738220214841	1814.6183166503906	1806.7905349731443	1792.9663467407229	2050.9369140625	2046.0517333984374
