group	8_no_PLL	16	24	48	72
pointer_chase	17271.40655517578	16079.786682128906	15928.285217285156	16336.266708374023	16460.011291503906
sine	15484.397277832031	14231.699810028076	13988.529968261719	14009.629039764404	14696.097393035889
