group	8_no_PLL	16	24	48	72
pointer_chase	4915.6479725734325	9140.081468488434	13565.59735613293	25080.12743419027	34462.69823331091
sine	4769.310507581493	8776.392502310879	12988.344225103976	24403.118353258935	34369.73240938351
