group	8_no_PLL	16	24	48	72
FFT	0.030257999999999997	0.0154042	0.0104298	0.006027400000000001	0.004725400000000001
bubble_sort	3.3308500000000003	1.6602000000000001	1.10485	0.5676499999999999	0.3924500000000001
dijkstra	0.03730999999999998	0.018919999999999996	0.01275	0.0075800000000000025	0.00602
kalman	0.22976000000000008	0.1154	0.07688999999999999	0.045169999999999995	0.03725999999999999
mat_mul	0.04369999999999998	0.022109999999999994	0.01492	0.008280000000000001	0.006190000000000001
pointer_chase	1.2215	0.6091000000000001	0.4054000000000001	0.26333333333333336	0.2162666666666667
recursion	1.08216	0.53974	0.35934	0.19446000000000002	0.13976
rsa_dec	0.14220999999999998	0.07115999999999997	0.04757999999999999	0.02694000000000001	0.02092999999999999
rsa_enc	0.16309	0.08159999999999998	0.05447000000000001	0.031000000000000014	0.025249999999999998
sine	1.1042200000000002	0.5507000000000001	0.36648000000000003	0.20007999999999995	0.15576
