group	8_no_PLL	16	24	48	72
pointer_chase	16215.24715423584	15035.395812988281	14852.96630859375	15273.797607421875	15401.344299316406
sine	15319.503993988037	14061.88419342041	13850.549125671387	13823.352355957031	14517.695617675781
