	24	48	72
intensity	12515.0	23737.0	34187.0
runtime	1.15382	0.59204	0.40852
timestamp	(4024.4, 5178.22)	(9977.72, 10569.76)	(14054.72, 14463.24)
energy	47.652	46.376	46.088
