unit	8_no_PLL	16	24	48	72
minI	4623.8707455958165	8931.860551951522	13422.1259083836	24329.994114632842	36091.63110906428
maxI	4643.366086369159	9012.704997969391	13586.758586114325	24724.63397472077	36690.97206809304
avrgI	4631.615749021753	8966.939486811463	13494.731841303566	24592.715327574984	36374.43172570431
minD	1.466	0.73	0.486	0.263	0.175
maxD	1.467	0.732	0.487	0.264	0.176
avrgD	1.4662333333333337	0.7309666666666669	0.48643333333333344	0.2635	0.17583333333333334
minE	20337.387084960938	19587.570190429688	19579.696655273438	19196.365356445312	19054.092407226562
maxE	20428.436279296875	19764.862060546875	19809.494018554684	19510.345458984375	19372.833251953125
avrgE	20373.08692932129	19663.59453201294	19692.85888671875	19440.51971435547	19187.474060058594
