	24	48	72
intensity	13658.0	23686.0	31501.0
runtime	0.94462	0.5515	0.43392
timestamp	(742.26, 1686.88)	(3806.92, 4358.42)	(6006.38, 6440.3)
energy	42.575	43.107	45.107
