	24	48	72
intensity	14037.0	24263.0	31891.0
runtime	0.90836	0.53382	0.42204
timestamp	(1110.6, 2018.96)	(4103.12, 4636.94)	(6266.48, 6688.52)
energy	42.077	42.742	44.416
