	24	48	72
intensity	12113.0	23487.0	34846.0
runtime	0.9086	0.45402	0.30288
timestamp	(2215.02, 3123.62)	(4832.96, 5286.98)	(6884.52, 7187.4)
energy	36.319	35.19	34.829
