group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	0.30334	0.2054	0.30326	0.18664	0.16178	0.08078	0.05926	0.04448	0.0389	0.03442	0.03886	0.0344
sine	0.50498	0.3228	0.5052	0.3108	0.26956	0.1347	0.09324	0.07014	0.05814	0.05134	0.0581	0.05134
