group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	0.36382	0.29848	0.36374	0.22398	0.1941	0.09688	0.08616	0.06464	0.05826	0.0514	0.05818	0.05146
sine	0.54346	0.42938	0.54452	0.33488	0.2902	0.1449	0.12394	0.09296	0.0909	0.08038	0.09086	0.08024
