group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	0.30322	0.20538	0.30312	0.18658	0.16174	0.08094	0.05926	0.04456	0.03888	0.0343	0.03894	0.03434
sine	0.505	0.32272	0.505	0.31068	0.26966	0.13456	0.09322	0.06994	0.05798	0.05122	0.0581	0.05118
