group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	1035.3427314758303	947.4349784851074	1468.559944152832	1348.9326095581052	1324.6904754638672	1137.9642333984375	1106.1804885864258	1088.685905456543	1081.1388702392578	1076.5591735839844	1240.6150390625	1235.083349609375
sine	1469.1461372375488	1354.7220039367676	2108.967796325683	1956.5623168945312	1926.4407806396482	1687.252601623535	1646.5741882324219	1628.0425186157227	1617.8890686035159	1610.5510482788084	1855.4108398437502	1849.664990234375
