group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	0.30292	0.29826	0.30368	0.18662	0.1617	0.08082	0.08632	0.06472	0.06474	0.0571	0.0647	0.05724
sine	0.5049	0.45344	0.5057	0.31076	0.26954	0.13466	0.13086	0.09812	0.09708	0.08578	0.09724	0.08574
