group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	800.919132232666	737.8534317016602	1134.3875885009766	1050.0190200805662	1031.6779403686523	899.8177871704102	875.5540695190429	864.3944549560547	858.8544616699219	855.7747192382812	983.2045166015624	978.431494140625
sine	1383.4346199035645	1276.0454177856445	1989.3797378540037	1847.87784576416	1819.7499389648435	1597.2210159301758	1563.613655090332	1543.2057495117188	1530.33137512207	1525.5561676025393	1759.38232421875	1750.9343994140627
