group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	0.42414	0.26072	0.42458	0.2613	0.22652	0.11312	0.07546	0.05656	0.0453	0.03996	0.04532	0.04
sine	0.54408	0.3347	0.5438	0.33474	0.29016	0.14498	0.09658	0.07262	0.05816	0.05128	0.05808	0.0513
