group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	1039.266242980957	1158.2440185546875	1499.4384841918945	1412.9751663208008	1390.5601272583006	1254.1245574951172	1387.3828125	1364.1376419067383	1439.0183029174802	1429.3352737426756	1656.7841308593752	1646.9569091796875
sine	1821.447696685791	1981.9526863098147	2661.107093811035	2498.8018798828125	2454.9738922119136	2204.211868286133	2405.6768188476562	2365.2113342285156	2584.078788757324	2565.6611938476562	2969.54736328125	2951.602294921875
