group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	0.36382	0.22352	0.3638	0.22396	0.1941	0.09708	0.06468	0.04852	0.03888	0.03442	0.03892	0.03436
sine	0.54384	0.33436	0.54352	0.3346	0.2901	0.1449	0.09676	0.07244	0.05802	0.05114	0.05798	0.05118
