group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	0.30314	0.20536	0.30306	0.18642	0.1618	0.08104	0.0594	0.04456	0.03882	0.0343	0.03894	0.03436
sine	0.50456	0.32282	0.5051	0.31078	0.26946	0.13478	0.09314	0.0699	0.058	0.0513	0.05816	0.05124
