group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	1147.497577667236	1254.2766952514648	1653.4621353149412	1548.8475723266602	1521.097183227539	1361.9658050537107	1491.318832397461	1462.3013305664062	1540.2383193969727	1531.1015853881836	1770.5988525390628	1761.0243408203125
sine	1893.881645202637	1985.927562713623	2763.117118835449	2587.837715148926	2543.5254821777344	2277.959243774414	2408.46329498291	2367.2327270507812	2582.4019088745113	2574.3251495361324	2968.517138671875	2951.9777587890626
