group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
FFT	34.94344711303711	35.47624588012695	50.89849090576172	47.30912017822265	46.83251953124999	41.860610961914055	43.35346984863282	43.07164764404296	45.445701599121094	45.576438903808594	51.9138916015625	51.409716796874996
RSA_dec	70.17848968505861	71.03841781616211	101.74090576171876	94.26061248779295	92.81895446777342	81.73954010009766	85.03685760498045	84.7958221435547	88.9236831665039	87.24185943603514	102.272998046875	101.4474365234375
RSA_enc	9.770145416259766	10.16927719116211	14.142311096191404	13.311653137207028	13.101882934570312	11.412300109863281	12.514640808105467	12.484771728515625	12.022384643554688	12.703605651855469	14.333032226562501	14.84111328125
bubble_sort	1451.2348747253418	1451.6965293884275	2099.675765991211	1972.591484069824	1942.5598526000977	1741.3539733886719	1912.8044128417969	1877.3274307250974	2084.758689880371	2067.239753723144	2394.903833007813	2379.4752197265625
bubble_sort_no_opt	6019.419288635254	5627.899932861328	8588.041557312012	7918.520347595215	7777.431015014648	6819.0236892700195	6729.510314941406	6623.521957397462	6648.54727935791	6621.982452392579	7647.1818359375	7601.17265625
dijkstra	2353.817195892334	2400.3880310058594	3430.3707733154297	3196.02660369873	3141.488021850586	2804.0283279418945	2897.524291992188	2853.952606201172	2979.644393920898	2966.086006164551	3431.16396484375	3411.7304199218747
kalman	256.17713928222656	278.6658477783203	372.72157287597656	352.3100967407227	352.7826232910156	318.0253601074219	346.40526580810547	341.3104934692383	379.4931335449219	377.2700958251953	435.42883300781256	432.58420410156253
mat_mul	20.706405639648438	22.453861236572266	30.040191650390625	28.415313720703125	27.868995666503903	24.75249481201172	26.78457641601562	26.88729858398437	29.697257995605465	29.393325805664066	34.2068115234375	34.81015625
recursif	678.1460380554198	664.7965049743652	984.9091186523436	917.7670211791991	898.4150161743164	791.8663330078125	793.3353881835938	779.3459014892578	842.8151779174804	837.2728042602538	970.9171142578127	964.39052734375
