group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
FFT	0.01078	0.00666	0.01072	0.00666	0.00576	0.00296	0.00204	0.00158	0.0013	0.00116	0.0013	0.00118
RSA_dec	0.02314	0.0143	0.02312	0.01432	0.01236	0.00626	0.0042	0.0032	0.00266	0.00236	0.0026	0.00234
RSA_enc	0.0033	0.00212	0.0033	0.00208	0.0018	0.00098	0.00068	0.00058	0.0005	0.00048	0.00048	0.00048
bubble_sort	0.2432	0.00186	0.39532	0.24338	0.21066	0.10532	0.07016	0.05276	0.04214	0.03724	0.04214	0.03728
bubble_sort_no_opt	1.308	0.00196	2.12876	1.30872	1.13454	0.56646	0.37692	0.28324	0.2265	0.19968	0.22644	0.19988
dijkstra	0.71996	0.4433	0.72006	0.44308	0.3839	0.19202	0.12808	0.096	0.07686	0.0679	0.07686	0.06786
kalman	0.07686	0.0474	0.07506	0.0462	0.04126	0.02068	0.0143	0.01064	0.00878	0.0078	0.00876	0.00782
mat_mul	0.00598	0.00376	0.006	0.00374	0.00326	0.00172	0.00118	0.00096	0.0008	0.00074	0.00084	0.00072
recursif	0.22068	0.13596	0.22062	0.13584	0.11768	0.05882	0.03928	0.02958	0.0237	0.0209	0.02362	0.02086
