group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
FFT	0.01072	0.0078	0.01078	0.00662	0.0058	0.00296	0.00234	0.00184	0.00174	0.00158	0.00174	0.00156
RSA_dec	0.02312	0.01642	0.02312	0.01424	0.0124	0.00624	0.00482	0.0037	0.00338	0.00296	0.00336	0.00298
RSA_enc	0.00328	0.00248	0.00328	0.00208	0.00182	0.00096	0.00082	0.00068	0.00062	0.0006	0.00064	0.0006
bubble_sort	0.39524	0.29916	0.39554	0.24296	0.21088	0.10538	0.09712	0.07276	0.07302	0.06422	0.07288	0.0643
bubble_sort_no_opt	2.12776	1.36454	2.1286	1.30912	1.13394	0.5668	0.39346	0.29502	0.24088	0.2126	0.24104	0.21254
dijkstra	0.71986	0.54478	0.72082	0.44314	0.38394	0.19192	0.15726	0.11802	0.1067	0.09418	0.10672	0.09422
kalman	0.07484	0.06126	0.075	0.04628	0.04108	0.02076	0.01828	0.0138	0.01382	0.0122	0.01378	0.01218
mat_mul	0.00602	0.00492	0.006	0.00378	0.00326	0.00168	0.0015	0.00118	0.0012	0.00108	0.00124	0.00112
recursif	0.22052	0.15824	0.22052	0.13598	0.11768	0.05892	0.04582	0.03442	0.03226	0.02846	0.03228	0.02852
