group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
FFT	0.01068	0.00662	0.0107	0.00668	0.00578	0.00296	0.00202	0.00158	0.00126	0.00116	0.00126	0.00116
RSA_dec	0.02316	0.01426	0.02314	0.01424	0.01238	0.0063	0.00424	0.00322	0.00262	0.00234	0.00256	0.00234
RSA_enc	0.0033	0.00208	0.00334	0.0021	0.00184	0.00098	0.00066	0.00058	0.00046	0.00044	0.0005	0.00042
bubble_sort	0.39492	0.33664	0.39524	0.2432	0.21092	0.10542	0.07016	0.05272	0.04222	0.03732	0.04238	0.03736
bubble_sort_no_opt	2.12718	1.365	2.12844	1.3091	1.13436	0.56674	0.37738	0.2831	0.22626	0.20004	0.22636	0.1999
dijkstra	0.72244	0.44438	0.72264	0.44454	0.3852	0.19292	0.12836	0.09642	0.07718	0.06802	0.07718	0.0681
kalman	0.08748	0.06608	0.08664	0.05338	0.04742	0.02378	0.01962	0.01474	0.01416	0.01244	0.01408	0.01248
mat_mul	0.00604	0.00392	0.00604	0.00376	0.00326	0.0017	0.00122	0.00096	0.00086	0.00078	0.00086	0.0008
recursif	0.22042	0.13568	0.22058	0.13574	0.11782	0.05894	0.0392	0.02948	0.02378	0.02088	0.02358	0.02084
