group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	1091.1210632324219	1287.261848449707	1582.0108337402344	1493.068588256836	1466.255355834961	1319.256477355957	1539.887351989746	1509.1296157836914	1675.4922180175784	1664.4681930541992	1927.5521484374997	1918.3727783203126
sine	1848.0910110473633	2063.946132659912	2699.881874084473	2535.91902923584	2494.1242904663086	2239.397186279297	2495.2709426879883	2452.375030517578	2697.3875885009766	2684.7349090576167	3105.8154785156253	3083.289306640625
