group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	0.30314	0.18672	0.30332	0.18654	0.16182	0.08106	0.05402	0.04052	0.0325	0.02864	0.03252	0.02878
sine	0.50476	0.31066	0.50482	0.31072	0.26938	0.13462	0.08974	0.06742	0.05408	0.04766	0.05404	0.04758
