group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	0.30308	0.2611	0.30322	0.18654	0.16174	0.0808	0.07548	0.0567	0.05184	0.04568	0.05184	0.0458
sine	0.5048	0.42918	0.50554	0.3111	0.2694	0.13456	0.12398	0.09298	0.09104	0.0802	0.09096	0.08036
