group	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
pointer_chase	0.42408	0.26098	0.42418	0.26102	0.22648	0.113	0.07536	0.05648	0.04528	0.04	0.0453	0.04006
sine	0.54358	0.3348	0.5435	0.33464	0.29028	0.1452	0.09668	0.07244	0.0581	0.05128	0.05804	0.05124
