unit	8_no_PLL	16	24	48	72
minI	4121.496027166193	7928.360987753764	12037.470569349314	23513.21027578552	34659.657051892784
maxI	4140.768840814092	8197.86795734489	12189.013337435788	23738.840238644127	35373.124919953894
avrgI	4128.7367681870965	8047.088042420463	12075.42798532397	23626.746490716137	35043.904936940155
minD	1.099	0.548	0.364	0.182	0.122
maxD	1.1	0.549	0.366	0.183	0.123
avrgD	1.099566666666667	0.5482666666666667	0.36506666666666665	0.18266666666666667	0.12213333333333333
minE	13590.95764160156	13034.22546386719	13181.030273437498	12908.75244140625	12718.597412109375
maxE	13652.11486816406	13477.294921875	13346.969604492188	13032.623291015623	12946.563720703125
avrgE	13619.462394714355	13235.847473144531	13225.0	12947.396850585938	12839.994812011719
