	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	3065.2554127946887	4469.73926796464	3650.6267229043906	5536.269404541121	6294.852635991855	11105.194274318275	15645.17040536594	20503.59373246746	24683.169674772755	27854.4847037741	26595.715749061714	29943.74453165885
runtime	0.07608	0.0499	0.07568	0.04658	0.04064	0.0209	0.01478	0.01114	0.00948	0.00838	0.00944	0.00836
timestamp	(851.86, 927.94)	(2225.16, 2275.06)	(3454.18, 3529.86)	(4822.24, 4868.82)	(6008.64, 6049.28)	(7161.5, 7182.4)	(8187.0, 8201.78)	(9180.56, 9191.7)	(10149.08, 10158.56)	(11110.48, 11118.86)	(12064.14, 12073.58)	(13025.12, 13033.48)
energy	233.2046318054199	223.03998947143555	331.5353164672851	309.45531463623047	306.9873733520508	278.51827239990234	277.48274230957026	274.092041015625	280.7957382202149	280.10469818115234	321.3613525390625	320.422021484375
