	24	48	72
intensity	15264.0	25922.0	33001.0
runtime	0.26404	0.16258	0.14538
timestamp	(1665.64, 1929.68)	(4719.72, 4882.3)	(7286.42, 7431.8)
energy	13.3	13.908	15.832
