	24	48	72
intensity	12960.0	25125.0	37359.0
runtime	0.26408	0.13222	0.08836
timestamp	(2684.48, 2948.56)	(5535.36, 5667.58)	(8067.68, 8156.04)
energy	11.294	10.963	10.893
