group	16	30	60	150
FFT	0.001	0.002	0.0	0.093
bubble_sort	0.003	0.0	0.0	0.176
dijkstra	0.001	0.001	-0.004	0.037
kalman	0.0	-0.001	0.001	0.169
mat_mul	-0.001	0.0	0.0	0.029
pointer_chase	0.001	0.0	0.001	-0.103
recursion	0.0	-0.001	-0.002	0.089
rsa_dec	-0.001	-0.002	0.0	0.0
rsa_enc	0.0	0.0	-0.003	0.074
sine	-0.0	-0.001	0.0	0.091
