group	16	30	60	150
FFT	-0.005	0.001	0.011	-0.002
bubble_sort	-0.017	-0.002	0.003	-0.054
dijkstra	-0.02	-0.003	0.005	0.0
kalman	-0.009	0.005	0.02	-0.025
mat_mul	-0.014	-0.002	0.003	0.009
pointer_chase	-0.049	-0.048	-0.031	0.023
recursion	-0.008	0.001	0.012	-0.037
rsa_dec	0.005	0.015	0.018	0.012
rsa_enc	-0.003	0.008	0.012	-0.0
sine	-0.035	-0.029	-0.017	-0.007
