unit	8_no_PLL	16	24	48	72
minI	4083.206964066339	7849.406726254619	11969.144844714507	23399.691276362377	34559.58646886489
maxI	4117.573606098997	8007.65715600626	12120.48942660108	23712.083036676417	35254.69744646991
avrgI	4100.410795983668	7975.772270524068	12056.918015178739	23511.491346437546	34872.095361514286
minD	1.221	0.608	0.405	0.203	0.135
maxD	1.222	0.61	0.406	0.203	0.136
avrgD	1.2214	0.6090666666666666	0.4054666666666667	0.20300000000000004	0.1355
minE	14956.787109375	14340.866088867188	14542.510986328127	14250.411987304688	14007.01904296875
maxE	15082.672119140625	14640.380859375	14756.057739257812	14440.658569335938	14299.026489257812
avrgE	15024.726867675781	14573.333740234375	14666.021728515625	14318.498229980469	14175.418090820312
