	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
intensity	2774.966589163913	4152.742003361904	3290.3546890770695	4985.146549401181	5666.441161276326	10020.94799004018	14523.23630452156	19117.25050802904	23715.64680690532	26762.712234163595	25400.981838521286	28733.768120227996
runtime	0.7201	0.4433	0.72016	0.4435	0.38392	0.1921	0.128	0.09606	0.07674	0.06772	0.07682	0.06786
timestamp	(1498.04, 2218.14)	(6719.56, 7162.86)	(10464.62, 11184.78)	(15684.86, 16128.36)	(19239.18, 19623.1)	(22438.24, 22630.34)	(24485.76, 24613.76)	(26202.64, 26298.7)	(27713.16, 27789.9)	(29130.78, 29198.5)	(30488.0, 30564.82)	(31905.3, 31973.16)
energy	1998.2534408569336	1840.910530090332	2843.4981994628906	2653.0949935913086	2610.5521087646484	2310.028930664062	2230.7690963745117	2203.6837005615234	2183.926483154297	2174.8450469970703	2497.668383789063	2495.8380859375
