	24	48	72
intensity	13560.0	23233.0	30860.0
runtime	0.0494	0.03014	0.0252
timestamp	(1828.9, 1878.3)	(3597.94, 3628.08)	(5282.08, 5307.28)
energy	2.211	2.311	2.566
