	24	48	72
intensity	13482.0	23180.0	30881.0
runtime	0.04974	0.02972	0.02516
timestamp	(2323.12, 2372.86)	(4049.86, 4079.58)	(5724.08, 5749.24)
energy	2.213	2.273	2.564
