unit	8_no_PLL	16	24	48	72
minI	4701.892209716398	8671.477118932164	13034.876931477063	24181.34886053111	33448.66980804256
maxI	4728.600004478911	8889.184209513547	13201.971946678725	24563.502837724216	34072.12245611497
avrgI	4713.297720811539	8798.776876268908	13094.633515716463	24407.969179403924	33771.40712297425
minD	1.221	0.609	0.405	0.223	0.162
maxD	1.222	0.61	0.406	0.224	0.163
avrgD	1.221466666666667	0.6091666666666666	0.40546666666666664	0.2231	0.16246666666666668
minE	17225.097656250004	15842.788696289062	15875.015258789062	16177.322387695314	16317.2607421875
maxE	17320.86181640625	16240.53955078125	16080.001831054686	16484.207153320312	16576.629638671875
avrgE	17271.40655517578	16079.786682128906	15928.285217285156	16336.266708374023	16460.011291503906
