16_no_PLL	16_RANGE2	26_RANGE2	16	26	30	60	90	120	150	170	150_BOOST	170_BOOST
750.1670646667479	835.632667541504	789.4261360168457	1226.0753860473635	1149.631576538086	1130.1960067749023	995.8905258178711	965.6397399902344	951.5855712890624	1004.2166290283203	998.3121185302734	1155.357958984375	1149.3484619140625
750.8005332946777	835.4941368103026	789.7944831848145	1225.3824462890623	1150.3501739501953	1130.3153457641602	995.264602661133	966.9253921508789	950.2011795043944	1004.5504302978516	997.4259567260742	1154.9463134765624	1148.416845703125
751.5713882446289	835.7095146179199	790.546817779541	1227.2281265258791	1148.5005798339844	1130.2098770141602	995.7353668212892	965.7329864501952	950.2773056030271	1002.6223297119141	997.7553863525391	1155.0631347656251	1149.3581787109374
750.7191658020021	836.008358001709	790.7847023010253	1226.4290084838865	1149.2497787475586	1130.698516845703	994.3317718505858	964.8886642456055	950.8173980712888	1004.3163299560547	998.101707458496	1155.1939453125	1148.600390625
750.8694648742676	835.0436401367188	788.9955139160155	1226.0538482666013	1151.2282562255857	1130.2881774902344	995.7778015136719	966.1894226074219	949.0140380859374	1003.4100494384764	998.0603713989258	1153.7810546875	1151.456494140625
751.0791397094727	835.4457283020018	790.882682800293	1227.1661224365234	1149.4770355224612	1129.8457260131836	998.666130065918	965.3968734741211	950.8040542602537	1002.4287185668944	996.5284194946289	1154.318603515625	1148.4582763671874
751.1540794372557	835.6938171386719	788.4555816650392	1225.1406097412107	1149.021354675293	1129.3325271606445	998.7771377563475	965.1668701171876	950.080352783203	1002.6891860961913	999.3947753906249	1159.0544189453124	1147.8236083984375
750.8983421325682	836.236457824707	789.0769004821777	1225.1433334350586	1150.3629913330078	1129.1923141479492	996.9206085205078	966.8937835693358	951.5836029052734	1001.9078979492188	999.2121047973633	1155.1093994140626	1151.5539794921874
751.5061187744141	836.1912536621094	789.5798301696777	1227.535675048828	1149.2433700561521	1129.6244430541992	995.1930541992189	965.718864440918	950.7047195434568	1001.978645324707	998.456703186035	1157.3871093750001	1148.261376953125
751.230869293213	835.8810806274415	789.7977256774902	1226.1260833740232	1148.8191146850586	1130.2557678222656	994.1351852416991	966.6600952148436	953.8651885986329	1003.8871994018555	998.7050170898438	1156.971044921875	1149.6880615234375
750.9617614746094	835.3922080993652	789.8892784118653	1226.6679840087888	1149.6728897094727	1131.4472351074219	994.8568496704103	965.8741149902344	949.5287475585938	1003.627990722656	997.8990783691406	1154.650927734375	1151.2302001953124
751.2501907348633	835.7005882263184	789.3418312072753	1226.1642608642576	1149.713035583496	1132.130012512207	995.9970703125	965.5608444213867	949.790657043457	1002.987693786621	999.0015563964844	1154.9995849609375	1148.1703857421876
751.4989089965821	835.9649467468262	789.7090530395507	1225.8637161254883	1149.5346221923828	1131.6845169067383	995.4575271606444	966.3484725952147	952.5444030761719	1001.8721237182616	999.621711730957	1156.4600341796875	1147.599609375
750.6325721740723	835.7025718688965	790.6952667236328	1226.0256500244138	1149.023094177246	1131.1575164794922	995.222969055176	966.7407989501953	951.5490417480469	1006.1036453247069	999.9006958007812	1154.772119140625	1152.7112060546876
751.1299514770508	835.4523277282715	789.7085952758789	1227.9235382080078	1149.3744735717773	1130.5006713867188	994.3781661987304	964.6911392211914	950.5864105224607	1004.3919067382812	997.7476272583008	1153.854541015625	1148.6820068359375
750.9183502197264	835.6418228149414	789.0985679626465	1225.56298828125	1149.339431762695	1128.6548767089844	995.0141830444336	964.5003890991211	948.8083877563477	1002.8064193725585	999.0963363647461	1154.749072265625	1149.6691406250002
750.4912185668945	836.1888694763184	789.0851211547852	1227.006088256836	1152.285415649414	1130.6087265014648	995.1033096313478	966.1288146972655	950.4675521850585	1001.1649017333984	998.0053024291993	1157.208837890625	1146.2908935546877
750.8033752441406	835.5210494995117	790.1449012756348	1227.1611785888672	1150.1274032592773	1130.241645812988	996.5922088623047	967.575942993164	949.2721481323242	1002.3228607177733	999.313980102539	1160.9294189453124	1149.8919433593749
751.1533164978027	835.3730010986328	789.5647621154784	1226.2535934448242	1149.7292861938477	1130.833740234375	994.4444046020507	966.0428237915038	950.8880767822267	1004.1977920532227	997.4351806640626	1156.139013671875	1153.901025390625
750.5920982360841	836.4037704467773	790.526294708252	1225.8101806640623	1148.7804565429685	1132.0572052001953	997.2900009155272	969.0095214843749	951.6256713867189	1001.2498855590819	998.5852661132812	1159.6832275390625	1149.1039550781252
