	24	48	72
intensity	11699.0	21648.0	29612.0
runtime	0.00722	0.00384	0.00278
timestamp	(2020.84, 2028.06)	(3203.0, 3206.84)	(4381.4, 4384.18)
energy	0.279	0.274	0.272
