	24	48	72
intensity	13295.0	22549.0	28978.0
runtime	0.00668	0.00392	0.00322
timestamp	(2437.92, 2444.6)	(3621.88, 3625.8)	(4800.5, 4803.72)
energy	0.293	0.292	0.308
