	24	48	72
intensity	11904.0	21679.0	29685.0
runtime	0.00666	0.00356	0.00256
timestamp	(2639.84, 2646.5)	(3821.16, 3824.72)	(4998.98, 5001.54)
energy	0.262	0.255	0.251
